villager_id,image_url,icon_url,photo_url,house_exterior_url,house_interior_url
bea02,https://dodo.ac/np/images/2/27/Curt_NH.png,https://dodo.ac/np/images/f/f5/Curt_NH_Villager_Icon.png,https://dodo.ac/np/images/4/40/Curt%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/4b/House_of_Curt_NH_Model.png,https://dodo.ac/np/images/7/72/House_of_Curt_NH.jpg
bea03,https://dodo.ac/np/images/d/d1/Chow_NH.png,https://dodo.ac/np/images/b/b5/Chow_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8a/Chow%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/4b/House_of_Chow_NH_Model.png,https://dodo.ac/np/images/5/5b/House_of_Chow_NH.jpg
bea05,https://dodo.ac/np/images/5/55/Nate_NH.png,https://dodo.ac/np/images/7/72/Nate_NH_Villager_Icon.png,https://dodo.ac/np/images/c/c0/Nate%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/59/House_of_Nate_NH_Model.png,https://dodo.ac/np/images/d/df/House_of_Nate_NH.jpg
bea06,https://dodo.ac/np/images/1/1d/Groucho_NH.png,https://dodo.ac/np/images/4/45/Groucho_NH_Villager_Icon.png,https://dodo.ac/np/images/7/78/Groucho%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/b/b4/House_of_Groucho_NH_Model.png,https://dodo.ac/np/images/9/9e/House_of_Groucho_NH.jpg
bea07,https://dodo.ac/np/images/9/93/Tutu_NH.png,https://dodo.ac/np/images/d/d6/Tutu_NH_Villager_Icon.png,https://dodo.ac/np/images/7/70/Tutu%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/8/85/House_of_Tutu_NH_Model.png,https://dodo.ac/np/images/f/f7/House_of_Tutu_NH.png
bea08,https://dodo.ac/np/images/6/65/Ursala_NH.png,https://dodo.ac/np/images/7/76/Ursala_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8b/Ursala%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/42/House_of_Ursala_NH_Model.png,https://dodo.ac/np/images/7/7d/House_of_Ursala_NH.jpg
bea09,https://dodo.ac/np/images/4/4b/Grizzly_NH.png,https://dodo.ac/np/images/9/9b/Grizzly_NH_Villager_Icon.png,https://dodo.ac/np/images/f/fb/Grizzly%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/d/df/House_of_Grizzly_NH_Model.png,https://dodo.ac/np/images/5/54/House_of_Grizzly_NH.jpg
bea10,https://dodo.ac/np/images/0/0f/Paula_NH.png,https://dodo.ac/np/images/e/e4/Paula_NH_Villager_Icon.png,https://dodo.ac/np/images/d/d4/Paula%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/54/House_of_Paula_NH_Model.png,https://dodo.ac/np/images/1/19/House_of_Paula_NH.png
bea11,https://dodo.ac/np/images/3/34/Ike_NH.png,https://dodo.ac/np/images/c/c9/Ike_NH_Villager_Icon.png,https://dodo.ac/np/images/7/7f/Ike%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/c/cd/House_of_Ike_NH_Model.png,https://dodo.ac/np/images/f/f6/House_of_Ike_NH.jpg
bea12,https://dodo.ac/np/images/a/ac/Charlise_NH.png,https://dodo.ac/np/images/a/aa/Charlise_NH_Villager_Icon.png,https://dodo.ac/np/images/1/14/Charlise%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/f/f0/House_of_Charlise_NH_Model.png,https://dodo.ac/np/images/5/5c/House_of_Charlise_NH.jpg
bea13,https://dodo.ac/np/images/c/c0/Beardo_NH.png,https://dodo.ac/np/images/8/89/Beardo_NH_Villager_Icon.png,https://dodo.ac/np/images/4/46/Beardo%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/44/House_of_Beardo_NH_Model.png,https://dodo.ac/np/images/c/ca/House_of_Beardo_NH.jpg
bea14,https://dodo.ac/np/images/5/5c/Klaus_NH.png,https://dodo.ac/np/images/2/20/Klaus_NH_Villager_Icon.png,https://dodo.ac/np/images/1/16/Klaus%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/2/27/House_of_Klaus_NH_Model.png,https://dodo.ac/np/images/0/00/House_of_Klaus_NH.jpg
bea15,https://dodo.ac/np/images/5/55/Megan_NH.png,https://dodo.ac/np/images/6/66/Megan_NH_Villager_Icon.png,https://dodo.ac/np/images/7/7d/Megan%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/d/d8/House_of_Megan_NH_Model.png,https://dodo.ac/np/images/a/a1/House_of_Megan_NH.jpg
brd00,https://dodo.ac/np/images/7/7f/Jay_NH.png,https://dodo.ac/np/images/a/ab/Jay_NH_Villager_Icon.png,https://dodo.ac/np/images/5/5d/Jay%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/3/3a/House_of_Jay_NH_Model.png,https://dodo.ac/np/images/1/1a/House_of_Jay_NH.png
brd01,https://dodo.ac/np/images/8/85/Robin_NH.png,https://dodo.ac/np/images/e/eb/Robin_NH_Villager_Icon.png,https://dodo.ac/np/images/3/3c/Robin%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/17/House_of_Robin_NH_Model.png,https://dodo.ac/np/images/9/93/House_of_Robin_NH.jpg
brd02,https://dodo.ac/np/images/e/ea/Anchovy_NH.png,https://dodo.ac/np/images/8/81/Anchovy_NH_Villager_Icon.png,https://dodo.ac/np/images/a/a0/Anchovy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/3/35/House_of_Anchovy_NH_Model.png,https://dodo.ac/np/images/8/86/House_of_Anchovy_NH.png
brd03,https://dodo.ac/np/images/6/67/Twiggy_NH.png,https://dodo.ac/np/images/0/02/Twiggy_NH_Villager_Icon.png,https://dodo.ac/np/images/0/05/Twiggy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/1a/House_of_Twiggy_NH_Model.png,https://dodo.ac/np/images/7/7f/House_of_Twiggy_NH.jpg
brd04,https://dodo.ac/np/images/a/a6/Jitters_NH.png,https://dodo.ac/np/images/5/51/Jitters_NH_Villager_Icon.png,https://dodo.ac/np/images/f/f8/Jitters%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/d/d0/House_of_Jitters_NH_Model.png,https://dodo.ac/np/images/c/c1/House_of_Jitters_NH.png
brd05,https://dodo.ac/np/images/0/09/Piper_NH.png,https://dodo.ac/np/images/e/ec/Piper_NH_Villager_Icon.png,https://dodo.ac/np/images/3/31/Piper%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/d/de/House_of_Piper_NH_Model.png,https://dodo.ac/np/images/d/d3/House_of_Piper_NH.png
brd06,https://dodo.ac/np/images/e/ed/Admiral_NH.png,https://dodo.ac/np/images/8/82/Admiral_NH_Villager_Icon.png,https://dodo.ac/np/images/0/0a/Admiral%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/8/8b/House_of_Admiral_NH_Model.png,https://dodo.ac/np/images/e/e2/House_of_Admiral_NH.png
brd08,https://dodo.ac/np/images/a/af/Midge_NH.png,https://dodo.ac/np/images/0/0f/Midge_NH_Villager_Icon.png,https://dodo.ac/np/images/a/a0/Midge%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/c/cd/House_of_Midge_NH_Model.png,https://dodo.ac/np/images/d/d1/House_of_Midge_NH.jpg
brd09,https://dodo.ac/np/images/9/91/Ace_amiibo.png,https://dodo.ac/np/images/4/4f/Ace_NH_Villager_Icon.png,https://dodo.ac/np/images/1/12/Ace%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/e/ef/House_of_Ace_NH_Exterior.jpg,https://dodo.ac/np/images/d/d5/House_of_Ace_NH.jpg
brd11,https://dodo.ac/np/images/3/3e/Jacob_NH.png,https://dodo.ac/np/images/f/fa/Jacob_NH_Villager_Icon.png,https://dodo.ac/np/images/8/82/Jacob%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/b/b7/House_of_Jacob_NH_Model.png,https://dodo.ac/np/images/8/8f/House_of_Jacob_NH.jpg
brd15,https://dodo.ac/np/images/4/4a/Lucha_NH.png,https://dodo.ac/np/images/5/5d/Lucha_NH_Villager_Icon.png,https://dodo.ac/np/images/1/1a/Lucha%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/44/House_of_Lucha_NH_Model.png,https://dodo.ac/np/images/b/bc/House_of_Lucha_NH.png
brd16,https://dodo.ac/np/images/0/03/Jacques_NH.png,https://dodo.ac/np/images/7/73/Jacques_NH_Villager_Icon.png,https://dodo.ac/np/images/4/4b/Jacques%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/d/df/House_of_Jacques_NH_Model.png,https://dodo.ac/np/images/e/e5/House_of_Jacques_NH.png
brd17,https://dodo.ac/np/images/4/44/Peck_NH.png,https://dodo.ac/np/images/c/c8/Peck_NH_Villager_Icon.png,https://dodo.ac/np/images/1/1a/Peck%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/f/fb/House_of_Peck_NH_Model.png,https://dodo.ac/np/images/f/fb/House_of_Peck_NH.jpg
brd18,https://dodo.ac/np/images/3/32/Sparro_NH.png,https://dodo.ac/np/images/0/0c/Sparro_NH_Villager_Icon.png,https://dodo.ac/np/images/4/44/Sparro%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/18/House_of_Sparro_NH_Model.png,https://dodo.ac/np/images/9/95/House_of_Sparro_NH.png
brd20,https://dodo.ac/np/images/f/f7/Tulin_NH.png,https://dodo.ac/np/images/f/f9/Tulin_NH_Villager_Icon.png,https://dodo.ac/np/images/5/5d/Tulin%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/e/e4/House_of_Tulin_NH_Model.png,https://dodo.ac/np/images/e/ec/House_of_Tulin_NH.jpg
bul00,https://dodo.ac/np/images/5/5f/Angus_NH.png,https://dodo.ac/np/images/e/e4/Angus_NH_Villager_Icon.png,https://dodo.ac/np/images/3/32/Angus%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/3/30/House_of_Angus_NH_Model.png,https://dodo.ac/np/images/3/37/House_of_Angus_NH.jpg
bul01,https://dodo.ac/np/images/6/6c/Rodeo_NH.png,https://dodo.ac/np/images/9/99/Rodeo_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8a/Rodeo%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/0/08/House_of_Rodeo_NH_Model.png,https://dodo.ac/np/images/5/5d/House_of_Rodeo_NH.png
bul03,https://dodo.ac/np/images/f/fa/Stu_NH.png,https://dodo.ac/np/images/e/ea/Stu_NH_Villager_Icon.png,https://dodo.ac/np/images/0/06/Stu%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/8/83/House_of_Stu_NH_Model.png,https://dodo.ac/np/images/9/98/House_of_Stu_NH.png
bul05,https://dodo.ac/np/images/e/e0/T-Bone_NH.png,https://dodo.ac/np/images/1/16/T-Bone_NH_Villager_Icon.png,https://dodo.ac/np/images/2/20/T-Bone%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/8/82/House_of_T-Bone_NH_Model.png,https://dodo.ac/np/images/7/7a/House_of_T-Bone_NH.png
bul07,https://dodo.ac/np/images/c/c1/Coach_NH.png,https://dodo.ac/np/images/7/76/Coach_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8d/Coach%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/a/ae/House_of_Coach_NH_Model.png,https://dodo.ac/np/images/8/82/House_of_Coach_NH.jpg
bul08,https://dodo.ac/np/images/1/1d/Vic_NH.png,https://dodo.ac/np/images/a/a1/Vic_NH_Villager_Icon.png,https://dodo.ac/np/images/d/dd/Vic%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/3/32/House_of_Vic_NH_Model.png,https://dodo.ac/np/images/d/db/House_of_Vic_NH.jpg
cat00,https://dodo.ac/np/images/e/ea/Bob_NH.png,https://dodo.ac/np/images/f/f4/Bob_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8e/Bob%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/e/e4/House_of_Bob_NH_Model.png,https://dodo.ac/np/images/e/e1/House_of_Bob_NH.jpg
cat01,https://dodo.ac/np/images/6/63/Mitzi_NH.png,https://dodo.ac/np/images/6/67/Mitzi_NH_Villager_Icon.png,https://dodo.ac/np/images/0/04/Mitzi%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/6/62/House_of_Mitzi_NH_Model.png,https://dodo.ac/np/images/e/e7/House_of_Mitzi_NH.jpg
cat02,https://dodo.ac/np/images/6/67/Rosie_NH.png,https://dodo.ac/np/images/9/92/Rosie_NH_Villager_Icon.png,https://dodo.ac/np/images/b/bf/Rosie%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/3/38/House_of_Rosie_NH_Model.png,https://dodo.ac/np/images/1/14/House_of_Rosie_NH.jpg
cat03,https://dodo.ac/np/images/3/36/Olivia_NH.png,https://dodo.ac/np/images/1/1e/Olivia_NH_Villager_Icon.png,https://dodo.ac/np/images/6/6f/Olivia%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/6/69/House_of_Olivia_NH_Model.png,https://dodo.ac/np/images/8/86/House_of_Olivia_NH.jpg
cat04,https://dodo.ac/np/images/c/c5/Kiki_NH.png,https://dodo.ac/np/images/c/cb/Kiki_NH_Villager_Icon.png,https://dodo.ac/np/images/0/05/Kiki%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/7/74/House_of_Kiki_NH_Model.png,https://dodo.ac/np/images/b/b1/House_of_Kiki_NH.jpg
cat05,https://dodo.ac/np/images/6/6f/Tangy_NH.png,https://dodo.ac/np/images/e/e3/Tangy_NH_Villager_Icon.png,https://dodo.ac/np/images/5/58/Tangy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/16/House_of_Tangy_NH_Model.png,https://dodo.ac/np/images/d/de/House_of_Tangy_NH.jpg
cat06,https://dodo.ac/np/images/6/6d/Punchy_NH.png,https://dodo.ac/np/images/5/50/Punchy_NH_Villager_Icon.png,https://dodo.ac/np/images/d/d0/Punchy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/e/e7/House_of_Punchy_NH_Model.png,https://dodo.ac/np/images/8/83/House_of_Punchy_NH.jpg
cat07,https://dodo.ac/np/images/a/a2/Purrl_NH.png,https://dodo.ac/np/images/a/a0/Purrl_NH_Villager_Icon.png,https://dodo.ac/np/images/c/c1/Purrl%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/8/84/House_of_Purrl_NH_Model.png,https://dodo.ac/np/images/0/00/House_of_Purrl_NH.jpg
cat08,https://dodo.ac/np/images/a/a4/Moe_NH.png,https://dodo.ac/np/images/0/03/Moe_NH_Villager_Icon.png,https://dodo.ac/np/images/7/76/Moe%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/e/e6/House_of_Moe_NH_Model.png,https://dodo.ac/np/images/c/c4/House_of_Moe_NH.jpg
cat09,https://dodo.ac/np/images/2/2a/Kabuki_NH.png,https://dodo.ac/np/images/6/64/Kabuki_NH_Villager_Icon.png,https://dodo.ac/np/images/0/0f/Kabuki%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/2/29/House_of_Kabuki_NH_Model.png,https://dodo.ac/np/images/4/4a/House_of_Kabuki_NH.jpg
cat10,https://dodo.ac/np/images/c/c3/Kid_Cat_NH.png,https://dodo.ac/np/images/1/18/Kid_Cat_NH_Villager_Icon.png,https://dodo.ac/np/images/c/c2/Kid_Cat%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/7/74/House_of_Kid_Cat_NH_Model.png,https://dodo.ac/np/images/7/7b/House_of_Kid_Cat_NH.jpg
cat11,https://dodo.ac/np/images/c/cc/Monique_NH.png,https://dodo.ac/np/images/2/22/Monique_NH_Villager_Icon.png,https://dodo.ac/np/images/c/ca/Monique%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/1e/House_of_Monique_NH_Model.png,https://dodo.ac/np/images/e/eb/House_of_Monique_NH.jpg
cat12,https://dodo.ac/np/images/2/2f/Tabby_NH.png,https://dodo.ac/np/images/f/f3/Tabby_NH_Villager_Icon.png,https://dodo.ac/np/images/8/8b/Tabby%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/9/91/House_of_Tabby_NH_Model.png,https://dodo.ac/np/images/8/80/House_of_Tabby_NH.jpg
cat13,https://dodo.ac/np/images/9/9c/Stinky_NH.png,https://dodo.ac/np/images/c/ca/Stinky_NH_Villager_Icon.png,https://dodo.ac/np/images/9/99/Stinky%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/f/f3/House_of_Stinky_NH_Model.png,https://dodo.ac/np/images/6/6f/House_of_Stinky_NH.jpg
cat14,https://dodo.ac/np/images/2/21/Kitty_NH.png,https://dodo.ac/np/images/a/a4/Kitty_NH_Villager_Icon.png,https://dodo.ac/np/images/7/74/Kitty%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/2/21/House_of_Kitty_NH_Model.png,https://dodo.ac/np/images/0/08/House_of_Kitty_NH.jpg
cat15,https://dodo.ac/np/images/d/d1/Tom_NH.png,https://dodo.ac/np/images/6/6f/Tom_NH_Villager_Icon.png,https://dodo.ac/np/images/e/e8/Tom%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/47/House_of_Tom_NH_Model.png,https://dodo.ac/np/images/6/65/House_of_Tom_NH.jpg
cat16,https://dodo.ac/np/images/4/4f/Merry_NH.png,https://dodo.ac/np/images/e/ed/Merry_NH_Villager_Icon.png,https://dodo.ac/np/images/a/ad/Merry%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/b/ba/House_of_Merry_NH_Model.png,https://dodo.ac/np/images/3/39/House_of_Merry_NH.jpg
cat17,https://dodo.ac/np/images/c/c7/Felicity_NH.png,https://dodo.ac/np/images/f/f3/Felicity_NH_Villager_Icon.png,https://dodo.ac/np/images/4/48/Felicity%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/5b/House_of_Felicity_NH_Model.png,https://dodo.ac/np/images/4/4d/House_of_Felicity_NH.jpg
cat18,https://dodo.ac/np/images/1/16/Lolly_NH.png,https://dodo.ac/np/images/6/6c/Lolly_NH_Villager_Icon.png,https://dodo.ac/np/images/1/13/Lolly%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/2/2d/House_of_Lolly_NH_Model.png,https://dodo.ac/np/images/4/4b/House_of_Lolly_NH.jpg
cat19,https://dodo.ac/np/images/5/56/Ankha_NH.png,https://dodo.ac/np/images/1/1c/Ankha_NH_Villager_Icon.png,https://dodo.ac/np/images/a/ae/Ankha%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/0/0e/House_of_Ankha_NH_Model.png,https://dodo.ac/np/images/8/86/House_of_Ankha_NH.jpg
cat20,https://dodo.ac/np/images/7/7e/Rudy_NH.png,https://dodo.ac/np/images/d/d4/Rudy_NH_Villager_Icon.png,https://dodo.ac/np/images/7/79/Rudy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/52/House_of_Rudy_NH_Model.png,https://dodo.ac/np/images/9/95/House_of_Rudy_NH.png
cat21,https://dodo.ac/np/images/c/c9/Katt_NH.png,https://dodo.ac/np/images/1/1b/Katt_NH_Villager_Icon.png,https://dodo.ac/np/images/b/bf/Katt%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/7/73/House_of_Katt_NH_Model.png,https://dodo.ac/np/images/6/6b/House_of_Katt_NH.jpg
cat23,https://dodo.ac/np/images/2/2a/Raymond_NH.png,https://dodo.ac/np/images/f/f2/Raymond_NH_Villager_Icon.png,https://dodo.ac/np/images/f/fe/Raymond%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/11/House_of_Raymond_NH_Model.png,https://dodo.ac/np/images/5/50/House_of_Raymond_NH.jpg
cbr00,https://dodo.ac/np/images/4/49/Bluebear_NH.png,https://dodo.ac/np/images/5/52/Bluebear_NH_Villager_Icon.png,https://dodo.ac/np/images/1/1c/Bluebear%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/9/95/House_of_Bluebear_NH_Model.png,https://dodo.ac/np/images/2/26/House_of_Bluebear_NH.jpg
cbr01,https://dodo.ac/np/images/a/a2/Maple_NH.png,https://dodo.ac/np/images/4/45/Maple_NH_Villager_Icon.png,https://dodo.ac/np/images/6/6d/Maple%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/47/House_of_Maple_NH_Model.png,https://dodo.ac/np/images/f/f0/House_of_Maple_NH.jpg
cbr02,https://dodo.ac/np/images/f/f0/Poncho_NH.png,https://dodo.ac/np/images/4/44/Poncho_NH_Villager_Icon.png,https://dodo.ac/np/images/e/eb/Poncho%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/55/House_of_Poncho_NH_Model.png,https://dodo.ac/np/images/b/b3/House_of_Poncho_NH.png
cbr03,https://dodo.ac/np/images/8/87/Pudge_NH.png,https://dodo.ac/np/images/4/4a/Pudge_NH_Villager_Icon.png,https://dodo.ac/np/images/3/33/Pudge%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/5/57/House_of_Pudge_NH_Model.png,https://dodo.ac/np/images/6/66/House_of_Pudge_NH.png
cbr04,https://dodo.ac/np/images/2/20/Kody_NH.png,https://dodo.ac/np/images/d/d3/Kody_NH_Villager_Icon.png,https://dodo.ac/np/images/6/65/Kody%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/4/41/House_of_Kody_NH_Model.png,https://dodo.ac/np/images/7/73/House_of_Kody_NH.jpg
cbr05,https://dodo.ac/np/images/5/56/Stitches_NH.png,https://dodo.ac/np/images/d/dd/Stitches_NH_Villager_Icon.png,https://dodo.ac/np/images/2/26/Stitches%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/f/f2/House_of_Stitches_NH_Model.png,https://dodo.ac/np/images/3/31/House_of_Stitches_NH.jpg
cbr06,https://dodo.ac/np/images/7/75/Vladimir_NH.png,https://dodo.ac/np/images/1/1f/Vladimir_NH_Villager_Icon.png,https://dodo.ac/np/images/9/9a/Vladimir%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/1/13/House_of_Vladimir_NH_Model.png,https://dodo.ac/np/images/1/15/House_of_Vladimir_NH.jpg
cbr07,https://dodo.ac/np/images/7/7c/Murphy_NH.png,https://dodo.ac/np/images/9/93/Murphy_NH_Villager_Icon.png,https://dodo.ac/np/images/c/cc/Murphy%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/b/b0/House_of_Murphy_NH_Model.png,https://dodo.ac/np/images/2/25/House_of_Murphy_NH.jpg
cbr09,https://dodo.ac/np/images/5/5c/Olive_NH.png,https://dodo.ac/np/images/d/db/Olive_NH_Villager_Icon.png,https://dodo.ac/np/images/7/77/Olive%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/f/f7/House_of_Olive_NH_Model.png,https://dodo.ac/np/images/1/12/House_of_Olive_NH_2.jpg
cbr10,https://dodo.ac/np/images/d/d5/Cheri_NH.png,https://dodo.ac/np/images/9/96/Cheri_NH_Villager_Icon.png,https://dodo.ac/np/images/8/85/Cheri%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/9/9d/House_of_Cheri_NH_Model.png,https://dodo.ac/np/images/0/09/House_of_Cheri_NH.jpg
cbr13,https://dodo.ac/np/images/8/85/June_NH.png,https://dodo.ac/np/images/2/29/June_NH_Villager_Icon.png,https://dodo.ac/np/images/7/7c/June%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/6/68/House_of_June_NH_Model.png,https://dodo.ac/np/images/2/24/House_of_June_NH.jpg
cbr14,https://dodo.ac/np/images/d/df/Pekoe_NH.png,https://dodo.ac/np/images/c/c4/Pekoe_NH_Villager_Icon.png,https://dodo.ac/np/images/9/90/Pekoe%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/b/b4/House_of_Pekoe_NH_Model.png,https://dodo.ac/np/images/d/d3/House_of_Pekoe_NH.jpg
cbr15,https://dodo.ac/np/images/a/af/Chester_NH.png,https://dodo.ac/np/images/c/cd/Chester_NH_Villager_Icon.png,https://dodo.ac/np/images/c/c7/Chester%27s_Photo_NH_Texture.png,https://dodo.ac/np/images/c/c8/House_of_Chester_NH_Model.png,https://dodo.ac/np/images/2/24/House_of_Chester_NH.jpg
